"","term","year","instructor","dept","course.id","course.name","section","type","responses","enrollment","resp.rate","hrs.per.week","interst.in.student.learning","exp.goals","clarity","provide.feedback","importance","exp.subject","respect","overall.teaching","overall.course","id.name","year.term"
"123","Spring","2016","ECHO EGGEBRECHT","ART","60160","2D MDA STD: IMAGING","D","Lect","4","8","50%","11","4.5","3","4","4.5","4.5","4","4","4","4.25","60160 - 2D MDA STD: IMAGING","60160 Spring"
"124","Spring","2016","BENJAMIN OGRODNIK","ART","60206","CNTP VSL CLT 1960-PR","A","Lect","23","36","64%","5.17","2.87","2.61","2.57","2.26","2.78","2.78","2.65","2.39","2.48","60206 - CNTP VSL CLT 1960-PR","60206 Spring"
"125","Spring","2016","T. ROSS MANTLE","ART","60240","UNFOLD ENVIRON","A","Lect","1","3","33%","11","5","5","5","5","5","5","5","5","5","60240 - UNFOLD ENVIRON","60240 Spring"
"126","Spring","2016","LEAH MACKIN","ART","60251","2D MEDA STD:PRT MEDA","A","Lect","5","7","71%","12.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","4.8","60251 - 2D MEDA STD:PRT MEDA","60251 Spring"
"127","Spring","2016","JON RUBIN","ART","60280","INTRO CONTEXT PRACT","A","Lect","6","11","55%","12","4.33","3.67","3.5","3.83","3.83","3.83","4","4","3.5","60280 - INTRO CONTEXT PRACT","60280 Spring"
"128","Spring","2016","PAOLO PEDERCINI","ART","60280","INTRO CONTEXT PRACT","B","Lect","6","10","60%","9","4.17","4.17","4.17","4.17","4.17","4","4.83","4.17","3.33","60280 - INTRO CONTEXT PRACT","60280 Spring"
"129","Spring","2016","LENKA CLAYTON","ART","60280","INTRO CONTEXT PRACT","C","Lect","8","12","67%","9.5","4.38","4.13","4.13","4.13","4.25","4.25","4.75","4.13","3.25","60280 - INTRO CONTEXT PRACT","60280 Spring"
"130","Spring","2016","PATRICIA MAURIDES","ART","60358","ART & BIOLOGY","A","Lect","5","6","83%","8.6","5","4.8","4.8","4.4","4.6","4.6","4.8","4.6","4.6","60358 - ART & BIOLOGY","60358 Spring"
"131","Spring","2016","ELAINE KING","ART","60368","PORT. AFTER WARHOL","A","Lect","2","7","29%","5","4","4.5","4.5","4","3.5","4","4.5","4","3.5","60368 - PORT. AFTER WARHOL","60368 Spring"
"132","Spring","2016","LOWRY BURGESS","ART","60373","ASTHCS FRM GLBL VWPT","A","Lect","3","7","43%","5","4.33","4","4","4.33","4.33","4.33","4.33","4.33","4.33","60373 - ASTHCS FRM GLBL VWPT","60373 Spring"
"133","Spring","2016","ELIZABETH GRIFFIN","ART","60376","LRG FORMT PHOTOGRPHY","A","Lect","1","2","50%","11","5","5","5","5","5","5","5","5","5","60376 - LRG FORMT PHOTOGRPHY","60376 Spring"
"134","Spring","2016","LOWRY BURGESS","ART","60389","SPECIAL TOPIC","A","Lect","4","12","33%","8","5","3.25","3.5","4.5","5","5","5","4.75","4.75","60389 - SPECIAL TOPIC","60389 Spring"
"135","Spring","2016","ELAINE KING","ART","60390","SPECIAL TOPIC","A","Lect","4","9","44%","7.25","4.25","2.25","2.5","3.5","4","3.5","3.75","3","3.5","60390 - SPECIAL TOPIC","60390 Spring"
"136","Spring","2016","MELISSA RAGONA","ART","60391","SPECIAL TOPIC","A","Lect","7","14","50%","6.29","4.71","3.57","3.43","4.29","4.86","4.57","4.43","4.71","4.29","60391 - SPECIAL TOPIC","60391 Spring"
"137","Spring","2016","CARSON, J. (co-taught)","ART","60397","ART, CONFLICT & TECH","A","Lect","3","3","100%","10","5","5","5","5","5","5","5","5","5","60397 - ART, CONFLICT & TECH","60397 Spring"
"138","Spring","2016","NOURBAKHSH, I. (co-taught)","ART","60397","ART, CONFLICT & TECH","A","Lect","3","3","100%","10","4.33","4","4.33","4.33","4.33","4.33","4.33","4.33","4.33","60397 - ART, CONFLICT & TECH","60397 Spring"
"139","Spring","2016","KEATING-MILLER, J. (co-taught)","ART","60397","ART, CONFLICT & TECH","A","Lect","3","3","100%","10","5","5","5","5","5","5","5","5","5","60397 - ART, CONFLICT & TECH","60397 Spring"
"140","Spring","2016","BECK, K. (co-taught)","ART","60402","SENIOR STUDIO","A","Lect","3","28","11%","14","4.33","3.67","3.67","4","4","4","4.33","4","3.67","60402 - SENIOR STUDIO","60402 Spring"
"141","Spring","2016","PREKOP, M. (co-taught)","ART","60402","SENIOR STUDIO","A","Lect","3","28","11%","14","4.33","3.67","3.5","4.67","4.33","4","4.33","4.67","3.67","60402 - SENIOR STUDIO","60402 Spring"
"142","Spring","2016","SILVER, S. (co-taught)","ART","60402","SENIOR STUDIO","A","Lect","3","28","11%","14","4.33","4.33","4","4.67","4.67","3.67","3.67","4.33","3.67","60402 - SENIOR STUDIO","60402 Spring"
"143","Spring","2016","KUMATA, C. (co-taught)","ART","60402","SENIOR STUDIO","A","Lect","3","28","11%","14","3.67","3.67","3.67","4","3.67","3.67","4","3.67","3.67","60402 - SENIOR STUDIO","60402 Spring"
"144","Spring","2016","KIMBERLY BECK","ART","60403","EXTENDED STUDIO","A","Lect","5","25","20%","11.6","4.2","4","4","4.4","4.4","4.6","4.6","4.2","4","60403 - EXTENDED STUDIO","60403 Spring"
"145","Spring","2016","JESSE STILES","ART","60407","EXPERIMNT SND SYNTH","A","Lect","2","4","50%","11","3.5","3","3.5","2.5","3","3","4","3.5","3","60407 - EXPERIMNT SND SYNTH","60407 Spring"
"146","Spring","2016","SUZIE SILVER","ART","60410","ADV ETB:MVNG IMG MAG","A","Lect","3","10","30%","15.33","4.67","4.67","4.33","4.67","4.67","4.33","3.67","4.67","4.33","60410 - ADV ETB:MVNG IMG MAG","60410 Spring"
"147","Spring","2016","GOLAN LEVIN","ART","60412","INTRCT ART CMPTN DES","A","Lect","7","12","58%","13.29","4.86","4.86","4.57","4.71","4.29","4.43","4.57","4.71","4.86","60412 - INTRCT ART CMPTN DES","60412 Spring"
"148","Spring","2016","DUESING, J. (co-taught)","ART","60414","ADV ETB ANM ART/TECH","A","Lect","4","15","27%","14","4.5","4","4.5","4.5","4.5","3.5","4.75","4.25","3.75","60414 - ADV ETB ANM ART/TECH","60414 Spring"
"149","Spring","2016","HODGINS, J. (co-taught)","ART","60414","ADV ETB ANM ART/TECH","A","Lect","4","15","27%","14","4.5","4","4.5","4.75","4.75","3.75","4.5","4.25","3.75","60414 - ADV ETB ANM ART/TECH","60414 Spring"
"150","Spring","2016","PAOLO PEDERCINI","ART","60426","ADV ETB 2D ANIMATION","A","Lect","6","18","33%","20.5","4.5","4.67","4.33","4.17","4.5","4.5","4.33","4.5","4.67","60426 - ADV ETB 2D ANIMATION","60426 Spring"
"151","Spring","2016","ANGELA WASHKO","ART","60429","ADV ETB SPEC TOPIC","A","Lect","5","11","45%","9.8","5","4.8","4.8","4.6","5","5","5","4.6","4.6","60429 - ADV ETB SPEC TOPIC","60429 Spring"
"152","Spring","2016","ROBERT BINGHAM","ART","60430","ADV SIS: OPN SCULPT","A","Lect","5","13","38%","13","4.6","4.2","4","4.2","4.4","4.2","4.6","4.4","4.4","60430 - ADV SIS: OPN SCULPT","60430 Spring"
"153","Spring","2016","JOSEPH MANNINO","ART","60433","ADV SIS CLAY SCULPTR","A","Lect","8","12","67%","13.38","4.75","4.5","4.63","5","4.75","5","4.75","4.75","4.88","60433 - ADV SIS CLAY SCULPTR","60433 Spring"
"154","Spring","2016","ALI MOMENI","ART","60439","ADV SIS:HYBRID INSTR","A","Lect","1","7","14%","14","5","5","5","5","5","5","5","5","5","60439 - ADV SIS:HYBRID INSTR","60439 Spring"
"155","Spring","2016","NOURBAKHSH, I. (co-taught)","ART","60441","ADV CP/SIS: URBAN IN","A","Lect","2","5","40%","11","4.5","3","2.5","4.5","3","2.5","4","3.5","3.5","60441 - ADV CP/SIS: URBAN IN","60441 Spring"
"156","Spring","2016","MOMENI, A. (co-taught)","ART","60441","ADV CP/SIS: URBAN IN","A","Lect","2","5","40%","11","4","2.5","2","4.5","3.5","2.5","3","3","3","60441 - ADV CP/SIS: URBAN IN","60441 Spring"
"157","Spring","2016","ECHO EGGEBRECHT","ART","60450","ADV DP3 DRAWING","A","Lect","3","7","43%","14","4.67","3","3.33","4","3.33","2.67","4.33","4.5","3.67","60450 - ADV DP3 DRAWING","60450 Spring"
"158","Spring","2016","CLAYTON MERRELL","ART","60452","ADV DP3: COLOR","A","Lect","5","15","33%","12.2","5","5","5","4.6","5","4.8","4.8","4.8","4.8","60452 - ADV DP3: COLOR","60452 Spring"
"159","Spring","2016","SUSANNE SLAVICK","ART","60453","ADV DP3 PAINTING","A","Lect","8","17","47%","13.63","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","4.88","60453 - ADV DP3 PAINTING","60453 Spring"
"160","Spring","2016","DEVAN SHIMOYAMA","ART","60460","ADV DP3 PAINT/PRINT","A","Lect","7","13","54%","14.5","4.43","4.43","4.29","4.71","4.43","4.43","4.71","4.43","4.29","60460 - ADV DP3 PAINT/PRINT","60460 Spring"
"161","Spring","2016","JON RUBIN","ART","60487","CP: THE AMATEUR","A","Lect","3","6","50%","14.33","4.33","4.67","4.33","4.67","4.33","4.33","4.33","4.33","4.67","60487 - CP: THE AMATEUR","60487 Spring"
"162","Spring","2016","MELISSA RAGONA","ART","60701","MFA ACADEMIC SEMINAR","A","Lect","6","6","100%","9.8","4.83","4.33","4.5","4.5","4.67","4.67","4.67","4.5","4.5","60701 - MFA ACADEMIC SEMINAR","60701 Spring"
"163","Spring","2016","SARAH ELDRIDGE","ART","60711","MFA THESIS WRITING","A","Lect","2","5","40%","9.5","4.5","3.5","4","4.5","4","4","4","4.5","3.5","60711 - MFA THESIS WRITING","60711 Spring"
"164","Spring","2016","GOLAN LEVIN","ART","60712","INTRCT ART CMPTN DES","A","Lect","3","4","75%","14","5","4.67","4.67","4.67","4.67","4","4.67","5","4.33","60712 - INTRCT ART CMPTN DES","60712 Spring"
"165","Spring","2016","NOURBAKHSH, I. (co-taught)","ART","60741","URBAN INTERVENTION","A","Lect","2","2","100%","9.5","4.5","4","4","5","4.5","4.5","4.5","4.5","4.5","60741 - URBAN INTERVENTION","60741 Spring"
"166","Spring","2016","MOMENI, A. (co-taught)","ART","60741","URBAN INTERVENTION","A","Lect","2","2","100%","9.5","3","4","3.5","4","3.5","4","3","3.5","4","60741 - URBAN INTERVENTION","60741 Spring"
"167","Spring","2016","ADAM WELCH","ART","60791","MFA INTEGRATIVE SEM","A","Lect","9","17","53%","7.75","2.78","2.56","2.67","2.56","2.25","2.33","2.78","2.33","2.22","60791 - MFA INTEGRATIVE SEM","60791 Spring"
"168","Spring","2016","DARIA WARD","CFA","62103","MODERN DANCE WRKSHP","A","Lect","25","52","48%","2.48","4.76","4.64","4.56","4.72","4.68","4.76","4.84","4.76","4.68","62103 - MODERN DANCE WRKSHP","62103 Spring"
"169","Spring","2016","KRISTEN KOVAK","CFA","62110","PASSPORT TO THE ARTS","A","Lect","19","25","76%","5.16","4.89","4.89","4.84","4.53","4.95","4.78","4.95","4.84","4.89","62110 - PASSPORT TO THE ARTS","62110 Spring"
"170","Spring","2016","JAMIE GRUZSKA","CFA","62141","B & W PHOTOGRAPHY I","A","Lect","6","8","75%","10","4.83","4.67","4.83","4.83","5","5","5","5","4.83","62141 - B & W PHOTOGRAPHY I","62141 Spring"
"171","Spring","2016","IVETTE SPRADLIN","CFA","62141","B & W PHOTOGRAPHY I","B","Lect","2","5","40%","12.5","5","4.5","4.5","5","5","4.5","5","4","4","62141 - B & W PHOTOGRAPHY I","62141 Spring"
"172","Spring","2016","PATRICIA MAURIDES","CFA","62141","B & W PHOTOGRAPHY I","C","Lect","4","8","50%","10.25","5","5","5","4.75","5","5","5","4.75","5","62141 - B & W PHOTOGRAPHY I","62141 Spring"
"173","Spring","2016","AARON BLUM","CFA","62142","DIGITAL PHOTOGRPHY I","A","Lect","6","10","60%","7","4.17","4","4.33","4.5","4.33","4.83","4.67","4.5","4.5","62142 - DIGITAL PHOTOGRPHY I","62142 Spring"
"174","Spring","2016","JOSHUA BARD","CFA","62225","GEN MOD","A","Lect","22","47","47%","8.36","4.41","3.68","3.68","3.41","3.76","3.45","4.64","3.68","3.27","62225 - GEN MOD","62225 Spring"
"175","Spring","2016","T. ROSS MANTLE","CFA","62240","UNFOLD ENVIRON","A","Lect","1","5","20%","8","3","3","3","4","5","3","3","4","4","62240 - UNFOLD ENVIRON","62240 Spring"
"176","Spring","2016","MARTIN PREKOP","CFA","62241","BL WH PHOTOGRPHY II","A","Lect","2","6","33%","9.5","4.5","4","4","4.5","4.5","4.5","4.5","5","5","62241 - BL WH PHOTOGRPHY II","62241 Spring"
"177","Spring","2016","SVENJA DROUVEN","CFA","62347","HOT GLASS II","D","Lect","2","6","33%","3.5","5","5","5","5","5","5","5","5","5","62347 - HOT GLASS II","62347 Spring"
"178","Spring","2016","PATRICIA MAURIDES","CFA","62358","ART & BIOLOGY","A","Lect","5","7","71%","8.6","5","4.8","4.8","4.4","4.8","4.8","5","5","4.8","62358 - ART & BIOLOGY","62358 Spring"
"179","Spring","2016","LINDA BENEDICT-JONES","CFA","62360","PHTGR & PHOTGY WW II","A","Lect","6","14","43%","7","5","5","5","4.5","4.67","4.83","5","5","4.83","62360 - PHTGR & PHOTGY WW II","62360 Spring"
"180","Spring","2016","ELIZABETH GRIFFIN","CFA","62375","LARGE FORMAT PHOTO","A","Lect","4","5","80%","9.5","5","5","5","4.75","4.5","5","5","5","4.75","62375 - LARGE FORMAT PHOTO","62375 Spring"
"181","Spring","2016","BLOCK, R. (co-taught)","CFA","62408","THTR ARCH I","A3","Lect","2","14","14%","3.5","5","3.5","4","5","4.5","4","5","4.5","4.5","62408 - THTR ARCH I","62408 Spring"
"182","Spring","2016","HAYES, H. (co-taught)","CFA","62408","THTR ARCH I","A3","Lect","2","14","14%","3.5","5","4","4","5","4.5","4","5","4.5","4.5","62408 - THTR ARCH I","62408 Spring"
"183","Spring","2016","BLOCK, R. (co-taught)","CFA","62418","THTR ARCH II","A4","Lect","4","12","33%","10.5","4.5","4","4.25","4.5","4.5","4.25","4.5","4.25","4.5","62418 - THTR ARCH II","62418 Spring"
"184","Spring","2016","HAYES, H. (co-taught)","CFA","62418","THTR ARCH II","A4","Lect","4","12","33%","14.5","4.75","4.25","4.5","4.75","5","4.75","4.5","4.75","4.5","62418 - THTR ARCH II","62418 Spring"
"185","Spring","2016","PETER ALI","CFA","62478","DIGITOOL","A3","Lect","5","23","22%","3.2","3.6","4","3.4","3.2","4","3.8","4.4","2.8","3.2","62478 - DIGITOOL","62478 Spring"
"186","Spring","2016","PETER ALI","CFA","62478","DIGITOOL","A4","Lect","7","15","47%","3.71","5","4.71","4.29","4.43","4.5","4.17","4.57","4.5","4.71","62478 - DIGITOOL","62478 Spring"
"187","Spring","2016","CHRISTINA CIARDULLO","CFA","62492","MARS HAB","A","Lect","10","14","71%","8.9","4.3","3.8","3.9","3.9","4.2","3.4","4.7","3.8","3.4","62492 - MARS HAB","62492 Spring"
"188","Spring","2016","LIMAURO, C. (co-taught)","CFA","62661","IN & EXP PSCH BRD LG","A4","Lect","4","5","80%","3.5","4.5","3.75","4.5","4.5","4.5","4.25","4.75","4.25","5","62661 - IN & EXP PSCH BRD LG","62661 Spring"
"189","Spring","2016","SHIMIZU, E. (co-taught)","CFA","62661","IN & EXP PSCH BRD LG","A4","Lect","4","5","80%","3.5","4.25","4.75","4.75","4.75","4.67","4.5","4.75","4.75","5","62661 - IN & EXP PSCH BRD LG","62661 Spring"
"190","Spring","2016","CHUNG, W. (co-taught)","DES","51102","DESIGN LAB","A","Lect","32","34","94%","17.56","4.59","4.56","4.41","4.47","4.34","4.56","4.84","4.72","4.63","51102 - DESIGN LAB","51102 Spring"
"191","Spring","2016","TWIGG, A. (co-taught)","DES","51102","DESIGN LAB","A","Lect","32","34","94%","17.66","4.75","4.66","4.68","4.69","4.56","4.66","4.78","4.72","4.66","51102 - DESIGN LAB","51102 Spring"
"192","Spring","2016","SHIM, K. (co-taught)","DES","51102","DESIGN LAB","A","Lect","32","34","94%","17.77","4.53","4.22","4.28","4.66","4.44","4.56","4.84","4.53","4.72","51102 - DESIGN LAB","51102 Spring"
"193","Spring","2016","MENTZER, M. (co-taught)","DES","51122","COLLAB. VISUALIZING","A","Lect","23","34","68%","16.09","4.91","4","4.22","4.52","4.61","4.74","4.83","4.57","4.43","51122 - COLLAB. VISUALIZING","51122 Spring"
"194","Spring","2016","ZYWICA, M. (co-taught)","DES","51122","COLLAB. VISUALIZING","A","Lect","23","34","68%","15.86","4.78","4.39","4.39","4.7","4.43","4.65","4.83","4.57","4.61","51122 - COLLAB. VISUALIZING","51122 Spring"
"195","Spring","2016","DYLAN VITONE","DES","51132","INTRO TO PHOTO DESGN","A3","Lect","6","18","33%","5","4.67","4.33","4.5","4.5","4.17","4.2","4.5","4.67","4.5","51132 - INTRO TO PHOTO DESGN","51132 Spring"
"196","Spring","2016","DYLAN VITONE","DES","51132","INTRO TO PHOTO DESGN","B3","Lect","8","16","50%","4.63","4.75","4.5","4.5","3.88","4.5","4.5","4.63","4.63","4.5","51132 - INTRO TO PHOTO DESGN","51132 Spring"
"197","Spring","2016","CHARLEE BRODSKY","DES","51134","PHOTO DESIGN II","A4","Lect","9","18","50%","3.33","4.78","4.89","4.78","4.89","4.67","4.78","5","4.67","4.56","51134 - PHOTO DESIGN II","51134 Spring"
"198","Spring","2016","CHARLEE BRODSKY","DES","51134","PHOTO DESIGN II","B4","Lect","13","16","81%","5.23","4.77","4.77","4.69","4.46","4.46","4.54","4.85","4.54","4.54","51134 - PHOTO DESIGN II","51134 Spring"
"199","Spring","2016","TONKINWISE, C. (co-taught)","DES","51172","SYSTEMS","A","Lect","27","43","63%","6.89","4.56","3.93","4.11","3.74","4.67","4.3","4.59","4.52","4.27","51172 - SYSTEMS","51172 Spring"
"200","Spring","2016","khscott, . (co-taught)","DES","51172","SYSTEMS","A","Lect","27","43","63%","6.78","4.07","3.63","3.74","3.89","3.93","3.85","4.59","3.74","4.11","51172 - SYSTEMS","51172 Spring"
"201","Spring","2016","MOLLY STEENSON","DES","51208","RESEARCH METHODS","A3","Lect","23","46","50%","7.64","4.17","3.48","3.83","3.43","4.3","4.18","4.39","3.83","3.61","51208 - RESEARCH METHODS","51208 Spring"
"202","Spring","2016","STACIE ROHRBACH","DES","51228","COMMUNIC STUDIO II","A","Lect","20","22","91%","15.6","4.9","4.8","4.9","4.85","4.7","4.85","4.95","4.85","4.75","51228 - COMMUNIC STUDIO II","51228 Spring"
"203","Spring","2016","MYRNA ROSEN","DES","51231","CALLIGRAPHY I","A","Lect","3","11","27%","7","4.67","4.67","4.67","4.67","5","4.67","5","4.67","4.67","51231 - CALLIGRAPHY I","51231 Spring"
"204","Spring","2016","MYRNA ROSEN","DES","51232","CALLIGRAPHY II","A","Lect","3","4","75%","7","5","4.67","4.67","5","5","4.67","5","5","5","51232 - CALLIGRAPHY II","51232 Spring"
"205","Spring","2016","MICHAEL ARNOLD MAGES","DES","51236","INFORMATION DESIGN","A","Lect","4","11","36%","7.25","4.5","4.25","4.75","3.75","5","4.75","5","4.75","4.75","51236 - INFORMATION DESIGN","51236 Spring"
"206","Spring","2016","ANDREW TWIGG","DES","51239","PROTOLAB II:COMMUNIC","A","Lect","19","22","86%","6.79","4.68","4.47","4.58","4.47","4.58","4.47","4.68","4.37","4.16","51239 - PROTOLAB II:COMMUNIC","51239 Spring"
"207","Spring","2016","BASKINGER, M. (co-taught)","DES","51248","PRODUCTS STUDIO II","A","Lect","11","14","79%","16.73","4.55","4.36","4.64","4.82","4.82","4.91","4.64","4.64","4.73","51248 - PRODUCTS STUDIO II","51248 Spring"
"208","Spring","2016","MERRIMAN, T. (co-taught)","DES","51248","PRODUCTS STUDIO II","A","Lect","11","14","79%","14.73","4.64","4.36","4.55","4.45","4.36","4.73","4.91","4.55","4.73","51248 - PRODUCTS STUDIO II","51248 Spring"
"209","Spring","2016","THOMAS MERRIMAN","DES","51249","PROTOLAB II:PRODUCTS","A","Lect","10","14","71%","11","4.7","4.4","4.7","4.8","4.7","4.7","4.9","4.5","4.6","51249 - PROTOLAB II:PRODUCTS","51249 Spring"
"210","Spring","2016","DEEPA BUTOLIYA","DES","51264","INDSTRL DSGN FNDMTLS","A","Lect","11","22","50%","7.67","3.45","2.64","3","3.09","3.64","2.82","3.36","2.82","2.91","51264 - INDSTRL DSGN FNDMTLS","51264 Spring"
"211","Spring","2016","AUSTIN LEE","DES","51268","ENVIRON STUDIO II","A","Lect","8","8","100%","16.13","4.75","4","4.13","4.75","4.75","4.5","4.88","4.75","4.5","51268 - ENVIRON STUDIO II","51268 Spring"
"212","Spring","2016","STEPHEN STADELMEIER","DES","51269","PROTOLAB II:ENVRNMNT","A","Lect","8","8","100%","16.13","5","4.57","4.29","4.71","4.86","4.29","4.86","4.86","4.71","51269 - PROTOLAB II:ENVRNMNT","51269 Spring"
"213","Spring","2016","aansari, . (co-taught)","DES","51272","CULTURES","A4","Lect","35","47","74%","5.18","3.47","3.38","3.35","2.64","3.85","3.79","3.18","3.21","3.59","51272 - CULTURES","51272 Spring"
"214","Spring","2016","TONKINWISE, C. (co-taught)","DES","51272","CULTURES","A4","Lect","35","47","74%","5.28","4.11","3.74","4","3.26","4.41","4.26","4.14","4.26","3.77","51272 - CULTURES","51272 Spring"
"215","Spring","2016","KYUHA SHIM","DES","51302","CD IV: DES. W/SYSTMS","A","Lect","11","13","85%","10.18","4","2.55","2.64","3","3.36","2.82","4.73","3","2.91","51302 - CD IV: DES. W/SYSTMS","51302 Spring"
"216","Spring","2016","WAYNE CHUNG","DES","51312","PRODUCTS IN SYS IDIV","A","Lect","10","19","53%","14.4","3.9","4.2","3.9","4.3","4.1","4","4.44","4.33","4.11","51312 - PRODUCTS IN SYS IDIV","51312 Spring"
"217","Spring","2016","DYLAN VITONE","DES","51322","ADVD DIGITAL IMAGING","A4","Lect","7","13","54%","5.43","5","4.86","4.86","4.57","4.71","5","4.57","4.71","5","51322 - ADVD DIGITAL IMAGING","51322 Spring"
"218","Spring","2016","ANDREW TWIGG","DES","51328","ADVANCED WEB DESIGN","A","Lect","7","14","50%","8.43","5","4.71","4.86","5","4.86","4.71","4.86","4.86","4.71","51328 - ADVANCED WEB DESIGN","51328 Spring"
"219","Spring","2016","MYRNA ROSEN","DES","51331","ADV CALLIGRAPHY I","A","Lect","3","3","100%","7","4.67","4.67","4.67","4.67","4.67","4.67","4.67","4.67","4.67","51331 - ADV CALLIGRAPHY I","51331 Spring"
"220","Spring","2016","MYRNA ROSEN","DES","51332","ADV CALLIGRAPHY II","A","Lect","1","2","50%","5","5","5","5","5","5","5","5","5","5","51332 - ADV CALLIGRAPHY II","51332 Spring"
"221","Spring","2016","MARK MENTZER","DES","51364","DRAWING SPACES","A","Lect","3","12","25%","9","5","4.67","4.67","5","5","5","5","5","5","51364 - DRAWING SPACES","51364 Spring"
"222","Spring","2016","CHARLEE BRODSKY","DES","51375","MEANING IN IMAGES","A3","Lect","3","8","38%","7","5","5","5","5","5","5","5","5","5","51375 - MEANING IN IMAGES","51375 Spring"
"223","Spring","2016","MATTHEW ZYWICA","DES","51376","SEMANTICS & AESTHTCS","A3","Lect","2","7","29%","5","4.5","3","3.5","4.5","4.5","4","4.5","3.5","3.5","51376 - SEMANTICS & AESTHTCS","51376 Spring"
